Cell_Designation,Time_Point,Polarity_Patch_Number,Polarity_Patch_Number_2
rcc096_1_s1_l,40,NA,Fusion
rcc096_1_s1_l,41,NA,Fusion
rcc096_1_s1_l,42,NA,Fusion
rcc096_1_s1_l,43,NA,Fusion
rcc096_1_s1_l,44,NA,Fusion
rcc096_1_s1_l,45,NA,Fusion
rcc096_1_s1_l,46,NA,Fusion
rcc096_1_s1_l,47,NA,Fusion
rcc096_1_s1_l,48,NA,Fusion
rcc096_1_s1_l,49,NA,Fusion
rcc096_1_s1_l,50,NA,Fusion
rcc096_1_s1_l,51,NA,Fusion
rcc096_1_s1_l,52,NA,Fusion
rcc096_1_s1_l,53,NA,Fusion
rcc096_1_s1_l,54,NA,Fusion
rcc096_1_s1_l,55,NA,Fusion
rcc096_1_s1_l,56,NA,Fusion
rcc096_1_s1_l,57,NA,Fusion
rcc096_1_s1_l,58,NA,Fusion
rcc096_1_s1_l,59,NA,Fusion
rcc096_1_s1_l,60,NA,Fusion
rcc096_1_s1_l,61,NA,Fusion
rcc096_1_s1_m,1,2,2
rcc096_1_s1_m,2,2,2
rcc096_1_s1_m,3,2,2
rcc096_1_s1_m,4,2,2
rcc096_1_s1_m,5,2,2
rcc096_1_s1_m,6,2,2
rcc096_1_s1_m,7,2,2
rcc096_1_s1_m,8,3,3
rcc096_1_s1_m,9,3,3
rcc096_1_s1_m,10,1,1
rcc096_1_s1_m,11,1,1
rcc096_1_s1_m,12,1,1
rcc096_1_s1_m,13,2,2
rcc096_1_s1_m,14,0,0
rcc096_1_s1_m,15,0,0
rcc096_1_s1_m,16,2,2
rcc096_1_s1_m,17,3,3
rcc096_1_s1_m,18,1,1
rcc096_1_s1_m,19,0,0
rcc096_1_s1_m,20,0,0
rcc096_1_s1_m,21,4,4
rcc096_1_s1_m,22,1,1
rcc096_1_s1_m,23,1,1
rcc096_1_s1_m,24,1,1
rcc096_1_s1_m,25,2,2
rcc096_1_s1_m,26,1,1
rcc096_1_s1_m,27,1,1
rcc096_1_s1_m,28,2,2
rcc096_1_s1_m,29,2,2
rcc096_1_s1_m,30,1,1
rcc096_1_s1_m,31,1,1
rcc096_1_s1_m,32,1,1
rcc096_1_s1_m,33,2,2
rcc096_1_s1_m,34,1,1
rcc096_1_s1_m,35,1,1
rcc096_1_s1_m,36,1,1
rcc096_1_s1_m,37,1,1
rcc096_1_s1_m,38,1,1
rcc096_1_s1_m,39,1,1
rcc096_1_s1_m,40,1,1
rcc096_1_s1_m,41,1,1
rcc096_1_s1_m,42,1,1
rcc096_1_s1_m,43,0,0
rcc096_1_s1_m,44,1,1
rcc096_1_s1_m,45,1,1
rcc096_1_s1_m,46,2,2
rcc096_1_s1_m,47,1,1
rcc096_1_s1_m,48,2,2
rcc096_1_s1_m,49,1,1
rcc096_1_s1_m,50,0,0
rcc096_1_s1_m,51,0,0
rcc096_1_s1_m,52,0,0
rcc096_1_s1_m,53,1,1
rcc096_1_s1_m,54,1,1
rcc096_1_s1_m,55,1,1
rcc096_1_s1_m,56,0,0
rcc096_1_s1_m,57,1,1
rcc096_1_s1_m,58,1,1
rcc096_1_s1_m,59,0,0
rcc096_1_s1_m,60,2,2
rcc096_1_s1_m,61,0,0
rcc096_1_s1_n,1,NA,Birth
rcc096_1_s1_n,2,NA,Birth
rcc096_1_s1_n,3,NA,Birth
rcc096_1_s1_n,4,NA,Birth
rcc096_1_s1_n,5,NA,Birth
rcc096_1_s1_n,6,NA,Birth
rcc096_1_s1_n,7,NA,Birth
rcc096_1_s1_n,8,NA,Birth
rcc096_1_s1_n,9,NA,Birth
rcc096_1_s1_n,10,NA,Birth
rcc096_1_s1_n,11,NA,Birth
rcc096_1_s1_n,12,NA,Birth
rcc096_1_s1_n,13,NA,Birth
rcc096_1_s1_n,14,NA,Birth
rcc096_1_s1_n,15,NA,Birth
rcc096_1_s1_n,16,NA,Birth
rcc096_1_s1_n,17,NA,Birth
rcc096_1_s1_n,18,NA,Birth
rcc096_1_s1_n,19,NA,Birth
rcc096_1_s1_n,20,NA,Birth
rcc096_1_s1_n,21,NA,Birth
rcc096_1_s1_n,22,NA,Birth
rcc096_1_s1_n,23,NA,Birth
rcc096_1_s1_n,24,NA,Birth
rcc096_1_s1_n,25,NA,Birth
rcc096_1_s1_n,26,NA,Birth
rcc096_1_s1_n,27,NA,Birth
rcc096_1_s1_n,28,NA,Birth
rcc096_1_s1_n,29,NA,Birth
rcc096_1_s1_n,30,NA,Birth
rcc096_1_s1_n,31,NA,Birth
rcc096_1_s1_n,32,NA,Birth
rcc096_1_s1_n,33,0,0
rcc096_1_s1_n,34,0,0
rcc096_1_s1_n,35,1,1
rcc096_1_s1_n,36,1,1
rcc096_1_s1_n,37,1,1
rcc096_1_s1_n,38,1,1
rcc096_1_s1_n,39,1,1
rcc096_1_s1_n,40,1,1
rcc096_1_s1_n,41,1,1
rcc096_1_s1_n,42,2,2
rcc096_1_s1_n,43,1,1
rcc096_1_s1_n,44,2,2
rcc096_1_s1_n,45,1,1
rcc096_1_s1_n,46,1,1
rcc096_1_s1_n,47,2,2
rcc096_1_s1_n,48,1,1
rcc096_1_s1_n,49,2,2
rcc096_1_s1_n,50,1,1
rcc096_1_s1_n,51,1,1
rcc096_1_s1_n,52,2,2
rcc096_1_s1_n,53,1,1
rcc096_1_s1_n,54,2,2
rcc096_1_s1_n,55,1,1
rcc096_1_s1_n,56,1,1
rcc096_1_s1_n,57,2,2
rcc096_1_s1_n,58,1,1
rcc096_1_s1_n,59,1,1
rcc096_1_s1_n,60,0,0
rcc096_1_s1_n,61,1,1
rcc096_1_s1_o,1,1,1
rcc096_1_s1_o,2,0,0
rcc096_1_s1_o,3,1,1
rcc096_1_s1_o,4,1,1
rcc096_1_s1_o,5,1,1
rcc096_1_s1_o,6,2,2
rcc096_1_s1_o,7,0,0
rcc096_1_s1_o,8,0,0
rcc096_1_s1_o,9,0,0
rcc096_1_s1_o,10,0,0
rcc096_1_s1_o,11,1,1
rcc096_1_s1_o,12,1,1
rcc096_1_s1_o,13,1,1
rcc096_1_s1_o,14,0,0
rcc096_1_s1_o,15,1,1
rcc096_1_s1_o,16,1,1
rcc096_1_s1_o,17,0,0
rcc096_1_s1_o,18,2,2
rcc096_1_s1_o,19,0,0
rcc096_1_s1_o,20,1,1
rcc096_1_s1_o,21,0,0
rcc096_1_s1_o,22,1,1
rcc096_1_s1_o,23,1,1
rcc096_1_s1_o,24,1,1
rcc096_1_s1_o,25,1,1
rcc096_1_s1_o,26,1,1
rcc096_1_s1_o,27,1,1
rcc096_1_s1_o,28,1,1
rcc096_1_s1_o,29,1,1
rcc096_1_s1_o,30,1,1
rcc096_1_s1_o,31,1,1
rcc096_1_s1_o,32,2,2
rcc096_1_s1_o,33,1,1
rcc096_1_s1_o,34,1,1
rcc096_1_s1_o,35,1,1
rcc096_1_s1_o,36,1,1
rcc096_1_s1_o,37,1,1
rcc096_1_s1_o,38,1,1
rcc096_1_s1_o,39,3,3
rcc096_1_s1_o,40,1,1
rcc096_1_s1_o,41,1,1
rcc096_1_s1_o,42,1,1
rcc096_1_s1_o,43,1,1
rcc096_1_s1_o,44,1,1
rcc096_1_s1_o,45,1,1
rcc096_1_s1_o,46,2,2
rcc096_1_s1_o,47,1,1
rcc096_1_s1_o,48,0,0
rcc096_1_s1_o,49,1,1
rcc096_1_s1_o,50,2,2
rcc096_1_s1_o,51,1,1
rcc096_1_s1_o,52,1,1
rcc096_1_s1_o,53,0,0
rcc096_1_s1_o,54,0,0
rcc096_1_s1_o,55,0,0
rcc096_1_s1_o,56,1,1
rcc096_1_s1_o,57,0,0
rcc096_1_s1_o,58,0,0
rcc096_1_s1_o,59,0,0
rcc096_1_s1_o,60,0,0
rcc096_1_s1_o,61,0,0
rcc096_1_s1_p,1,NA,Birth
rcc096_1_s1_p,2,NA,Birth
rcc096_1_s1_p,3,NA,Birth
rcc096_1_s1_p,4,NA,Birth
rcc096_1_s1_p,5,NA,Birth
rcc096_1_s1_p,6,NA,Birth
rcc096_1_s1_p,7,NA,Birth
rcc096_1_s1_p,8,NA,Birth
rcc096_1_s1_p,9,NA,Birth
rcc096_1_s1_p,10,NA,Birth
rcc096_1_s1_p,11,NA,Birth
rcc096_1_s1_p,12,NA,Birth
rcc096_1_s1_p,13,NA,Birth
rcc096_1_s1_p,14,NA,Birth
rcc096_1_s1_p,15,NA,Birth
rcc096_1_s1_p,16,NA,Birth
rcc096_1_s1_p,17,NA,Birth
rcc096_1_s1_p,18,NA,Birth
rcc096_1_s1_p,19,NA,Birth
rcc096_1_s1_p,20,NA,Birth
rcc096_1_s1_p,21,NA,Birth
rcc096_1_s1_p,22,NA,Birth
rcc096_1_s1_p,23,NA,Birth
rcc096_1_s1_p,24,NA,Birth
rcc096_1_s1_p,25,NA,Birth
rcc096_1_s1_p,26,NA,Birth
rcc096_1_s1_p,27,NA,Birth
rcc096_1_s1_p,28,NA,Birth
rcc096_1_s1_p,29,0,0
rcc096_1_s1_p,30,0,0
rcc096_1_s1_p,31,1,1
rcc096_1_s1_p,32,1,1
rcc096_1_s1_p,33,1,1
rcc096_1_s1_p,34,1,1
rcc096_1_s1_p,35,1,1
rcc096_1_s1_p,36,1,1
rcc096_1_s1_p,37,1,1
rcc096_1_s1_p,38,1,Committed
rcc096_1_s1_p,39,1,Committed
rcc096_1_s1_p,40,1,Committed
rcc096_1_s1_p,41,1,Committed
rcc096_1_s1_p,42,1,Committed
rcc096_1_s1_p,43,1,Committed
rcc096_1_s1_p,44,1,Committed
rcc096_1_s1_p,45,1,Committed
rcc096_1_s1_p,46,1,Committed
rcc096_1_s1_p,47,1,Committed
rcc096_1_s1_p,48,NA,Fusion
rcc096_1_s1_p,49,NA,Fusion
rcc096_1_s1_p,50,NA,Fusion
rcc096_1_s1_p,51,NA,Fusion
rcc096_1_s1_p,52,NA,Fusion
rcc096_1_s1_p,53,NA,Fusion
rcc096_1_s1_p,54,NA,Fusion
rcc096_1_s1_p,55,NA,Fusion
rcc096_1_s1_p,56,NA,Fusion
rcc096_1_s1_p,57,NA,Fusion
rcc096_1_s1_p,58,NA,Fusion
rcc096_1_s1_p,59,NA,Fusion
rcc096_1_s1_p,60,NA,Fusion
rcc096_1_s1_p,61,NA,Fusion
rcc096_1_s1_q,1,1,1
rcc096_1_s1_q,2,1,1
rcc096_1_s1_q,3,1,1
rcc096_1_s1_q,4,1,1
rcc096_1_s1_q,5,1,1
rcc096_1_s1_q,6,1,1
rcc096_1_s1_q,7,1,Committed
rcc096_1_s1_q,8,1,Committed
rcc096_1_s1_q,9,1,Committed
rcc096_1_s1_q,10,1,Committed
rcc096_1_s1_q,11,1,Committed
rcc096_1_s1_q,12,1,Committed
rcc096_1_s1_q,13,1,Committed
rcc096_1_s1_q,14,1,Committed
rcc096_1_s1_q,15,1,Committed
rcc096_1_s1_q,16,NA,Fusion
rcc096_1_s1_q,17,NA,Fusion
rcc096_1_s1_q,18,NA,Fusion
rcc096_1_s1_q,19,NA,Fusion
rcc096_1_s1_q,20,NA,Fusion
rcc096_1_s1_q,21,NA,Fusion
rcc096_1_s1_q,22,NA,Fusion
rcc096_1_s1_q,23,NA,Fusion
rcc096_1_s1_q,24,NA,Fusion
rcc096_1_s1_q,25,NA,Fusion
rcc096_1_s1_q,26,NA,Fusion
rcc096_1_s1_q,27,NA,Fusion
rcc096_1_s1_q,28,NA,Fusion
rcc096_1_s1_q,29,NA,Fusion
rcc096_1_s1_q,30,NA,Fusion
rcc096_1_s1_q,31,NA,Fusion
rcc096_1_s1_q,32,NA,Fusion
rcc096_1_s1_q,33,NA,Fusion
rcc096_1_s1_q,34,NA,Fusion
rcc096_1_s1_q,35,NA,Fusion
rcc096_1_s1_q,36,NA,Fusion
rcc096_1_s1_q,37,NA,Fusion
rcc096_1_s1_q,38,NA,Fusion
rcc096_1_s1_q,39,NA,Fusion
rcc096_1_s1_q,40,NA,Fusion
rcc096_1_s1_q,41,NA,Fusion
rcc096_1_s1_q,42,NA,Fusion
rcc096_1_s1_q,43,NA,Fusion
rcc096_1_s1_q,44,NA,Fusion
rcc096_1_s1_q,45,NA,Fusion
rcc096_1_s1_q,46,NA,Fusion
rcc096_1_s1_q,47,NA,Fusion
rcc096_1_s1_q,48,NA,Fusion
rcc096_1_s1_q,49,NA,Fusion
rcc096_1_s1_q,50,NA,Fusion
rcc096_1_s1_q,51,NA,Fusion
rcc096_1_s1_q,52,NA,Fusion
rcc096_1_s1_q,53,NA,Fusion
rcc096_1_s1_q,54,NA,Fusion
rcc096_1_s1_q,55,NA,Fusion
rcc096_1_s1_q,56,NA,Fusion
rcc096_1_s1_q,57,NA,Fusion
rcc096_1_s1_q,58,NA,Fusion
rcc096_1_s1_q,59,NA,Fusion
rcc096_1_s1_q,60,NA,Fusion
rcc096_1_s1_q,61,NA,Fusion
rcc096_1_s1_r,1,1,1
rcc096_1_s1_r,2,3,3
rcc096_1_s1_r,3,2,2
rcc096_1_s1_r,4,3,3
rcc096_1_s1_r,5,1,1
rcc096_1_s1_r,6,1,1
rcc096_1_s1_r,7,2,2
rcc096_1_s1_r,8,2,2
rcc096_1_s1_r,9,2,2
rcc096_1_s1_r,10,1,1
rcc096_1_s1_r,11,2,2
rcc096_1_s1_r,12,0,0
rcc096_1_s1_r,13,2,2
rcc096_1_s1_r,14,1,1
rcc096_1_s1_r,15,1,Committed
rcc096_1_s1_r,16,1,Committed
rcc096_1_s1_r,17,1,Committed
rcc096_1_s1_r,18,1,Committed
rcc096_1_s1_r,19,1,Committed
rcc096_1_s1_r,20,1,Committed
rcc096_1_s1_r,21,1,Committed
rcc096_1_s1_r,22,1,Committed
rcc096_1_s1_r,23,NA,Fusion
rcc096_1_s1_r,24,NA,Fusion
rcc096_1_s1_r,25,NA,Fusion
rcc096_1_s1_r,26,NA,Fusion
rcc096_1_s1_r,27,NA,Fusion
rcc096_1_s1_r,28,NA,Fusion
rcc096_1_s1_r,29,NA,Fusion
rcc096_1_s1_r,30,NA,Fusion
rcc096_1_s1_r,31,NA,Fusion
rcc096_1_s1_r,32,NA,Fusion
rcc096_1_s1_r,33,NA,Fusion
rcc096_1_s1_r,34,NA,Fusion
rcc096_1_s1_r,35,NA,Fusion
rcc096_1_s1_r,36,NA,Fusion
rcc096_1_s1_r,37,NA,Fusion
rcc096_1_s1_r,38,NA,Fusion
rcc096_1_s1_r,39,NA,Fusion
rcc096_1_s1_r,40,NA,Fusion
rcc096_1_s1_r,41,NA,Fusion
rcc096_1_s1_r,42,NA,Fusion
rcc096_1_s1_r,43,NA,Fusion
rcc096_1_s1_r,44,NA,Fusion
rcc096_1_s1_r,45,NA,Fusion
rcc096_1_s1_r,46,NA,Fusion
rcc096_1_s1_r,47,NA,Fusion
rcc096_1_s1_r,48,NA,Fusion
rcc096_1_s1_r,49,NA,Fusion
rcc096_1_s1_r,50,NA,Fusion
rcc096_1_s1_r,51,NA,Fusion
rcc096_1_s1_r,52,NA,Fusion
rcc096_1_s1_r,53,NA,Fusion
rcc096_1_s1_r,54,NA,Fusion
rcc096_1_s1_r,55,NA,Fusion
rcc096_1_s1_r,56,NA,Fusion
rcc096_1_s1_r,57,NA,Fusion
rcc096_1_s1_r,58,NA,Fusion
rcc096_1_s1_r,59,NA,Fusion
rcc096_1_s1_r,60,NA,Fusion
rcc096_1_s1_r,61,NA,Fusion
rcc096_1_s1_s,1,NA,Birth
rcc096_1_s1_s,2,NA,Birth
rcc096_1_s1_s,3,NA,Birth
rcc096_1_s1_s,4,NA,Birth
rcc096_1_s1_s,5,NA,Birth
rcc096_1_s1_s,6,NA,Birth
rcc096_1_s1_s,7,NA,Birth
rcc096_1_s1_s,8,NA,Birth
rcc096_1_s1_s,9,NA,Birth
rcc096_1_s1_s,10,NA,Birth
rcc096_1_s1_s,11,NA,Birth
rcc096_1_s1_s,12,NA,Birth
rcc096_1_s1_s,13,NA,Birth
rcc096_1_s1_s,14,NA,Birth
rcc096_1_s1_s,15,NA,Birth
rcc096_1_s1_s,16,NA,Birth
rcc096_1_s1_s,17,NA,Birth
rcc096_1_s1_s,18,NA,Birth
rcc096_1_s1_s,19,NA,Birth
rcc096_1_s1_s,20,NA,Birth
rcc096_1_s1_s,21,NA,Birth
rcc096_1_s1_s,22,1,1
rcc096_1_s1_s,23,2,2
rcc096_1_s1_s,24,1,1
rcc096_1_s1_s,25,1,1
rcc096_1_s1_s,26,1,1
rcc096_1_s1_s,27,1,1
rcc096_1_s1_s,28,1,1
rcc096_1_s1_s,29,1,1
rcc096_1_s1_s,30,1,1
rcc096_1_s1_s,31,1,1
rcc096_1_s1_s,32,1,1
rcc096_1_s1_s,33,1,1
rcc096_1_s1_s,34,1,1
rcc096_1_s1_s,35,1,1
rcc096_1_s1_s,36,1,1
rcc096_1_s1_s,37,1,1
rcc096_1_s1_s,38,1,1
rcc096_1_s1_s,39,0,0
rcc096_1_s1_s,40,0,0
rcc096_1_s1_s,41,0,0
rcc096_1_s1_s,42,0,0
rcc096_1_s1_s,43,0,0
rcc096_1_s1_s,44,0,0
rcc096_1_s1_s,45,2,2
rcc096_1_s1_s,46,2,2
rcc096_1_s1_s,47,1,1
rcc096_1_s1_s,48,0,0
rcc096_1_s1_s,49,1,1
rcc096_1_s1_s,50,1,1
rcc096_1_s1_s,51,1,1
rcc096_1_s1_s,52,1,1
rcc096_1_s1_s,53,1,1
rcc096_1_s1_s,54,1,1
rcc096_1_s1_s,55,1,1
rcc096_1_s1_s,56,1,1
rcc096_1_s1_s,57,1,1
rcc096_1_s1_s,58,1,1
rcc096_1_s1_s,59,1,1
rcc096_1_s1_s,60,1,1
rcc096_1_s1_s,61,1,1
rcc096_1_s1_t,1,NA,Birth
rcc096_1_s1_t,2,NA,Birth
rcc096_1_s1_t,3,NA,Birth
rcc096_1_s1_t,4,NA,Birth
rcc096_1_s1_t,5,NA,Birth
rcc096_1_s1_t,6,NA,Birth
rcc096_1_s1_t,7,NA,Birth
rcc096_1_s1_t,8,NA,Birth
rcc096_1_s1_t,9,NA,Birth
rcc096_1_s1_t,10,NA,Birth
rcc096_1_s1_t,11,NA,Birth
rcc096_1_s1_t,12,NA,Birth
rcc096_1_s1_t,13,NA,Birth
rcc096_1_s1_t,14,NA,Birth
rcc096_1_s1_t,15,NA,Birth
rcc096_1_s1_t,16,2,2
rcc096_1_s1_t,17,1,1
rcc096_1_s1_t,18,1,1
rcc096_1_s1_t,19,2,2
rcc096_1_s1_t,20,2,2
rcc096_1_s1_t,21,1,1
rcc096_1_s1_t,22,1,1
rcc096_1_s1_t,23,1,1
rcc096_1_s1_t,24,1,1
rcc096_1_s1_t,25,1,1
rcc096_1_s1_t,26,1,1
rcc096_1_s1_t,27,1,1
rcc096_1_s1_t,28,1,1
rcc096_1_s1_t,29,1,1
rcc096_1_s1_t,30,1,1
rcc096_1_s1_t,31,1,1
rcc096_1_s1_t,32,1,1
rcc096_1_s1_t,33,1,1
rcc096_1_s1_t,34,1,1
rcc096_1_s1_t,35,1,1
rcc096_1_s1_t,36,1,1
rcc096_1_s1_t,37,1,1
rcc096_1_s1_t,38,1,1
rcc096_1_s1_t,39,1,1
rcc096_1_s1_t,40,1,1
rcc096_1_s1_t,41,1,1
rcc096_1_s1_t,42,1,1
rcc096_1_s1_t,43,1,1
rcc096_1_s1_t,44,1,1
rcc096_1_s1_t,45,1,1
rcc096_1_s1_t,46,0,0
rcc096_1_s1_t,47,2,2
rcc096_1_s1_t,48,0,0
rcc096_1_s1_t,49,3,3
rcc096_1_s1_t,50,2,2
rcc096_1_s1_t,51,1,1
rcc096_1_s1_t,52,2,2
rcc096_1_s1_t,53,2,2
rcc096_1_s1_t,54,2,2
rcc096_1_s1_t,55,1,1
rcc096_1_s1_t,56,2,2
rcc096_1_s1_t,57,1,1
rcc096_1_s1_t,58,1,1
rcc096_1_s1_t,59,2,2
rcc096_1_s1_t,60,1,1
rcc096_1_s1_t,61,1,1
rcc096_1_s1_u,1,0,0
rcc096_1_s1_u,2,3,3
rcc096_1_s1_u,3,2,2
rcc096_1_s1_u,4,2,2
rcc096_1_s1_u,5,2,2
rcc096_1_s1_u,6,2,2
rcc096_1_s1_u,7,1,1
rcc096_1_s1_u,8,1,1
rcc096_1_s1_u,9,1,1
rcc096_1_s1_u,10,1,Committed
rcc096_1_s1_u,11,1,Committed
rcc096_1_s1_u,12,1,Committed
rcc096_1_s1_u,13,1,Committed
rcc096_1_s1_u,14,1,Committed
rcc096_1_s1_u,15,1,Committed
rcc096_1_s1_u,16,1,Committed
rcc096_1_s1_u,17,NA,Fusion
rcc096_1_s1_u,18,NA,Fusion
rcc096_1_s1_u,19,NA,Fusion
rcc096_1_s1_u,20,NA,Fusion
rcc096_1_s1_u,21,NA,Fusion
rcc096_1_s1_u,22,NA,Fusion
rcc096_1_s1_u,23,NA,Fusion
rcc096_1_s1_u,24,NA,Fusion
rcc096_1_s1_u,25,NA,Fusion
rcc096_1_s1_u,26,NA,Fusion
rcc096_1_s1_u,27,NA,Fusion
rcc096_1_s1_u,28,NA,Fusion
rcc096_1_s1_u,29,NA,Fusion
rcc096_1_s1_u,30,NA,Fusion
rcc096_1_s1_u,31,NA,Fusion
rcc096_1_s1_u,32,NA,Fusion
rcc096_1_s1_u,33,NA,Fusion
rcc096_1_s1_u,34,NA,Fusion
rcc096_1_s1_u,35,NA,Fusion
rcc096_1_s1_u,36,NA,Fusion
rcc096_1_s1_u,37,NA,Fusion
rcc096_1_s1_u,38,NA,Fusion
rcc096_1_s1_u,39,NA,Fusion
rcc096_1_s1_u,40,NA,Fusion
rcc096_1_s1_u,41,NA,Fusion
rcc096_1_s1_u,42,NA,Fusion
rcc096_1_s1_u,43,NA,Fusion
rcc096_1_s1_u,44,NA,Fusion
rcc096_1_s1_u,45,NA,Fusion
rcc096_1_s1_u,46,NA,Fusion
rcc096_1_s1_u,47,NA,Fusion
rcc096_1_s1_u,48,NA,Fusion
rcc096_1_s1_u,49,NA,Fusion
rcc096_1_s1_u,50,NA,Fusion
rcc096_1_s1_u,51,NA,Fusion
rcc096_1_s1_u,52,NA,Fusion
rcc096_1_s1_u,53,NA,Fusion
rcc096_1_s1_u,54,NA,Fusion
rcc096_1_s1_u,55,NA,Fusion
rcc096_1_s1_u,56,NA,Fusion
rcc096_1_s1_u,57,NA,Fusion
rcc096_1_s1_u,58,NA,Fusion
rcc096_1_s1_u,59,NA,Fusion
rcc096_1_s1_u,60,NA,Fusion
rcc096_1_s1_u,61,NA,Fusion
rcc096_1_s1_v,1,1,1
rcc096_1_s1_v,2,1,1
rcc096_1_s1_v,3,1,1
rcc096_1_s1_v,4,2,2
rcc096_1_s1_v,5,1,1
rcc096_1_s1_v,6,1,1
rcc096_1_s1_v,7,0,0
rcc096_1_s1_v,8,1,1
rcc096_1_s1_v,9,1,1
rcc096_1_s1_v,10,2,2
rcc096_1_s1_v,11,2,2
rcc096_1_s1_v,12,0,0
rcc096_1_s1_v,13,2,2
rcc096_1_s1_v,14,1,1
rcc096_1_s1_v,15,1,1
rcc096_1_s1_v,16,1,1
rcc096_1_s1_v,17,1,1
rcc096_1_s1_v,18,1,1
rcc096_1_s1_v,19,2,2
rcc096_1_s1_v,20,3,3
rcc096_1_s1_v,21,2,2
rcc096_1_s1_v,22,1,1
rcc096_1_s1_v,23,2,2
rcc096_1_s1_v,24,2,2
rcc096_1_s1_v,25,2,2
rcc096_1_s1_v,26,1,1
rcc096_1_s1_v,27,1,1
rcc096_1_s1_v,28,1,1
rcc096_1_s1_v,29,1,1
rcc096_1_s1_v,30,1,1
rcc096_1_s1_v,31,1,1
rcc096_1_s1_v,32,2,2
rcc096_1_s1_v,33,1,1
rcc096_1_s1_v,34,2,2
rcc096_1_s1_v,35,2,2
rcc096_1_s1_v,36,2,2
rcc096_1_s1_v,37,1,1
rcc096_1_s1_v,38,1,1
rcc096_1_s1_v,39,1,1
rcc096_1_s1_v,40,1,1
rcc096_1_s1_v,41,1,1
rcc096_1_s1_v,42,1,1
rcc096_1_s1_v,43,1,1
rcc096_1_s1_v,44,1,1
rcc096_1_s1_v,45,1,1
rcc096_1_s1_v,46,1,1
rcc096_1_s1_v,47,1,1
rcc096_1_s1_v,48,1,1
rcc096_1_s1_v,49,1,1
rcc096_1_s1_v,50,1,1
rcc096_1_s1_v,51,1,1
rcc096_1_s1_v,52,1,1
rcc096_1_s1_v,53,1,1
rcc096_1_s1_v,54,1,1
rcc096_1_s1_v,55,1,1
rcc096_1_s1_v,56,1,1
rcc096_1_s1_v,57,1,1
rcc096_1_s1_v,58,1,1
rcc096_1_s1_v,59,1,1
rcc096_1_s1_v,60,0,0
rcc096_1_s1_v,61,1,1
rcc096_1_s1_w,1,0,0
rcc096_1_s1_w,2,1,1
rcc096_1_s1_w,3,1,1
rcc096_1_s1_w,4,1,1
rcc096_1_s1_w,5,1,1
rcc096_1_s1_w,6,1,1
rcc096_1_s1_w,7,1,1
rcc096_1_s1_w,8,1,1
rcc096_1_s1_w,9,1,1
rcc096_1_s1_w,10,1,1
rcc096_1_s1_w,11,1,1
rcc096_1_s1_w,12,1,1
rcc096_1_s1_w,13,1,1
rcc096_1_s1_w,14,1,1
rcc096_1_s1_w,15,1,1
rcc096_1_s1_w,16,1,1
rcc096_1_s1_w,17,1,Committed
rcc096_1_s1_w,18,1,Committed
rcc096_1_s1_w,19,1,Committed
rcc096_1_s1_w,20,1,Committed
rcc096_1_s1_w,21,1,Committed
rcc096_1_s1_w,22,1,Committed
rcc096_1_s1_w,23,1,Committed
rcc096_1_s1_w,24,1,Committed
rcc096_1_s1_w,25,1,Committed
rcc096_1_s1_w,26,NA,Fusion
rcc096_1_s1_w,27,NA,Fusion
rcc096_1_s1_w,28,NA,Fusion
rcc096_1_s1_w,29,NA,Fusion
rcc096_1_s1_w,30,NA,Fusion
rcc096_1_s1_w,31,NA,Fusion
rcc096_1_s1_w,32,NA,Fusion
rcc096_1_s1_w,33,NA,Fusion
rcc096_1_s1_w,34,NA,Fusion
rcc096_1_s1_w,35,NA,Fusion
rcc096_1_s1_w,36,NA,Fusion
rcc096_1_s1_w,37,NA,Fusion
rcc096_1_s1_w,38,NA,Fusion
rcc096_1_s1_w,39,NA,Fusion
rcc096_1_s1_w,40,NA,Fusion
rcc096_1_s1_w,41,NA,Fusion
rcc096_1_s1_w,42,NA,Fusion
rcc096_1_s1_w,43,NA,Fusion
rcc096_1_s1_w,44,NA,Fusion
rcc096_1_s1_w,45,NA,Fusion
rcc096_1_s1_w,46,NA,Fusion
rcc096_1_s1_w,47,NA,Fusion
rcc096_1_s1_w,48,NA,Fusion
rcc096_1_s1_w,49,NA,Fusion
rcc096_1_s1_w,50,NA,Fusion
rcc096_1_s1_w,51,NA,Fusion
rcc096_1_s1_w,52,NA,Fusion
rcc096_1_s1_w,53,NA,Fusion
rcc096_1_s1_w,54,NA,Fusion
rcc096_1_s1_w,55,NA,Fusion
rcc096_1_s1_w,56,NA,Fusion
rcc096_1_s1_w,57,NA,Fusion
rcc096_1_s1_w,58,NA,Fusion
rcc096_1_s1_w,59,NA,Fusion
rcc096_1_s1_w,60,NA,Fusion
rcc096_1_s1_w,61,NA,Fusion
rcc096_1_s1_x,1,0,0
rcc096_1_s1_x,2,0,0
rcc096_1_s1_x,3,0,0
rcc096_1_s1_x,4,0,0
rcc096_1_s1_x,5,0,0
rcc096_1_s1_x,6,2,2
rcc096_1_s1_x,7,2,2
rcc096_1_s1_x,8,0,0
rcc096_1_s1_x,9,0,0
rcc096_1_s1_x,10,0,0
rcc096_1_s1_x,11,2,2
rcc096_1_s1_x,12,2,2
rcc096_1_s1_x,13,2,2
rcc096_1_s1_x,14,3,3
rcc096_1_s1_x,15,2,2
rcc096_1_s1_x,16,2,2
